Series ID,Date Reported,State (US),Carrier Type,Model Type,Reasons behind Tire Wear,Type Of Tire Wear,Max Load,Inflation Pressure,Overall Diameter
512,06-09-2018,New Hamsphire,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
513,07-09-2018,New Hamsphire,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
514,08-09-2018,New Hamsphire,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
515,09-09-2018,New Hamsphire,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
516,10-09-2018,New Hamsphire,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
517,11-09-2018,New Hamsphire,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
518,12-09-2018,New Hamsphire,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
519,13-09-2018,New Hamsphire,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
520,14-09-2018,New Hamsphire,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
521,15-09-2018,New Hamsphire,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
522,16-09-2018,New Hamsphire,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
523,17-09-2018,New Hamsphire,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
524,18-09-2018,New Hamsphire,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
525,19-09-2018,Mississippi,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
526,20-09-2018,Mississippi,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
527,21-09-2018,Mississippi,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
528,22-09-2018,Mississippi,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
529,23-09-2018,Mississippi,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
530,24-09-2018,Mississippi,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
531,25-09-2018,Mississippi,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
532,26-09-2018,Mississippi,Passenger,Z,worn shock absorber,Cupping Wear,"2,500 lbs ",50 psi,30''
533,27-09-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",50 psi,30''
534,28-09-2018,Mississippi,Passenger,X,Bad suspension system,Cupping Wear,"2,500 lbs ",50 psi,30''
535,29-09-2018,Mississippi,Passenger,X,Bad suspension system,Cupping Wear,"2,500 lbs ",50 psi,30''
536,30-09-2018,Mississippi,Passenger,X,Bad suspension system,Cupping Wear,"2,500 lbs ",50 psi,30''
537,01-10-2018,Mississippi,Passenger,X,Bad suspension system,Cupping Wear,"2,500 lbs ",50 psi,30''
538,02-10-2018,Mississippi,Passenger,X,Bad suspension system,Cupping Wear,"2,500 lbs ",50 psi,50''
539,03-10-2018,Mississippi,Passenger,X,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
540,04-10-2018,Mississippi,Passenger,X,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
541,05-10-2018,Mississippi,Passenger,X,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
542,06-10-2018,Mississippi,Passenger,X,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
543,07-10-2018,Mississippi,Passenger,X,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
544,08-10-2018,Mississippi,Passenger,X,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
545,09-10-2018,Mississippi,Passenger,X,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
546,10-10-2018,Mississippi,Passenger,X,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
547,11-10-2018,Mississippi,Passenger,X,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
548,12-10-2018,Mississippi,Passenger,X,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
549,13-10-2018,Mississippi,Passenger,X,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
550,14-10-2018,Mississippi,Passenger,X,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
551,15-10-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
552,16-10-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
553,17-10-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
554,18-10-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
555,19-10-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
556,20-10-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
557,21-10-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
558,22-10-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
559,23-10-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
560,24-10-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
561,25-10-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
562,26-10-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
563,27-10-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
564,28-10-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
565,29-10-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
566,30-10-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
567,31-10-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
568,01-11-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
569,02-11-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
570,03-11-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
571,04-11-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
572,05-11-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
573,06-11-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
574,07-11-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
575,08-11-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
576,09-11-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
577,10-11-2018,Mississippi,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
578,11-11-2018,Texas,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
579,12-11-2018,Texas,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
580,13-11-2018,Texas,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
581,14-11-2018,Texas,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
582,15-11-2018,Texas,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
583,16-11-2018,Texas,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
584,17-11-2018,Texas,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
585,18-11-2018,Texas,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
586,19-11-2018,Texas,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
587,20-11-2018,Texas,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
588,21-11-2018,Texas,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
589,22-11-2018,Texas,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
590,23-11-2018,Texas,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
591,24-11-2018,Texas,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
592,25-11-2018,Texas,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
593,26-11-2018,Texas,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
594,27-11-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
595,28-11-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
596,29-11-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
597,30-11-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
598,01-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
599,02-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
600,03-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
601,04-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
602,05-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
603,06-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
604,07-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
605,08-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
606,09-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
607,10-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
608,11-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
609,12-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
610,13-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
611,14-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
612,15-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
613,16-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
614,17-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
615,18-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
616,19-12-2018,California,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
617,20-12-2018,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
618,21-12-2018,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
619,22-12-2018,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"2,500 lbs ",40 psi,50''
620,23-12-2018,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
621,24-12-2018,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
622,25-12-2018,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
623,26-12-2018,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
624,27-12-2018,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
625,28-12-2018,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
626,29-12-2018,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
627,30-12-2018,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
628,31-12-2018,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
629,01-01-2019,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
630,02-01-2019,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
631,03-01-2019,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
632,04-01-2019,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
633,05-01-2019,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
634,06-01-2016,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
635,07-01-2016,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
636,08-01-2016,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
637,09-01-2016,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
638,10-01-2016,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
639,11-01-2016,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
640,12-01-2016,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
641,13-01-2016,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
642,14-01-2016,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
643,15-01-2016,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
644,16-01-2016,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
645,17-01-2016,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
646,18-01-2016,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,50''
647,19-01-2016,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,30''
648,20-01-2016,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,30''
649,21-01-2016,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,30''
650,22-01-2016,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,30''
651,23-01-2016,Nebraska,Passenger,Z,Bad suspension system,Cupping Wear,"9,000 lbs ",40 psi,30''
652,24-01-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
653,25-01-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
654,26-01-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
655,27-01-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
656,28-01-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
657,29-01-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
658,30-01-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
659,31-01-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
660,01-02-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
661,02-02-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
662,03-02-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
663,04-02-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
664,05-02-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
665,06-02-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
666,07-02-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
667,08-02-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
668,09-02-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
669,10-02-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
670,11-02-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
671,12-02-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
672,13-02-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
673,14-02-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
674,15-02-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
675,16-02-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
676,17-02-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
677,18-02-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
678,19-02-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
679,20-02-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
680,21-02-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
681,22-02-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
682,23-02-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
683,24-02-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
684,25-02-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
685,26-02-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
686,27-02-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
687,28-02-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
688,29-02-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
689,01-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
690,02-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"9,000 lbs ",40 psi,30''
691,03-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
692,04-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
693,05-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
694,06-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
695,07-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
696,08-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
697,09-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
698,10-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
699,11-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
700,12-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
701,13-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
702,14-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
703,15-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
704,16-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
705,17-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
706,18-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
707,19-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
708,20-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
709,21-03-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
710,22-03-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
711,23-03-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
712,24-03-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
713,25-03-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
714,26-03-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
715,27-03-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
716,28-03-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
717,29-03-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
718,30-03-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
719,31-03-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
720,01-04-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
721,02-04-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
722,03-04-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
723,04-04-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
724,05-04-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
725,06-04-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
726,07-04-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
727,08-04-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
728,09-04-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
729,10-04-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
730,11-04-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
731,12-04-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
732,13-04-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
733,14-04-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
734,15-04-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
735,16-04-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
736,17-04-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
737,18-04-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
738,19-04-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
739,20-04-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
740,21-04-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
741,22-04-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
742,23-04-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
743,24-04-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
744,25-04-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
745,26-04-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
746,27-04-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
747,28-04-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
748,29-04-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
749,30-04-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
750,01-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
751,02-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
752,03-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
753,04-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
